region,coverage,year,floor,n_kept,n_pre,pct_dropped
Europe,0.8,2016,5233279577.540917,402.5833333333333,5064.0,92.05009215376514
Europe,0.8,2017,5868056413.933105,422.5,5019.333333333333,91.58254748306548
Europe,0.8,2018,6040034176.376521,428.5,5099.5,91.59721541327582
Europe,0.8,2019,6107674424.839538,406.5,5065.333333333333,91.97486180573836
Europe,0.8,2020,6216702698.49842,397.0833333333333,4999.166666666667,92.0570095015836
Europe,0.8,2021,7333021972.673978,427.25,5231.0,91.83234563181037
Europe,0.8,2022,6660742687.328564,381.5,5379.583333333333,92.90837270544496
Europe,0.8,2023,7875854437.860084,341.3333333333333,5355.166666666667,93.62609318104012
Europe,0.8,2024,8655295752.24312,329.0,5193.0,93.66454843057963
Europe,0.75,2016,7121468849.890229,310.75,5064.0,93.86354660347551
Europe,0.75,2017,7926693351.195851,325.6666666666667,5019.333333333333,93.5117545490769
Europe,0.75,2018,8343107282.780211,332.6666666666667,5099.5,93.47648462267543
Europe,0.75,2019,8338290819.686649,315.1666666666667,5065.333333333333,93.77796788628586
Europe,0.75,2020,8552523726.944637,309.3333333333333,4999.166666666667,93.81230205034173
Europe,0.75,2021,10258679699.363968,329.75,5231.0,93.69623398967693
Europe,0.75,2022,9539194859.610151,291.25,5379.583333333333,94.5860119278135
Europe,0.75,2023,11250364601.605516,259.5,5355.166666666667,95.15421244281224
Europe,0.75,2024,12619794109.813993,249.33333333333334,5193.0,95.19866486937543
Europe,0.7,2016,9573187145.741726,243.66666666666666,5064.0,95.1882569773565
Europe,0.7,2017,10826255849.939386,254.25,5019.333333333333,94.93458626643645
Europe,0.7,2018,10908468881.174393,261.25,5099.5,94.87694872046279
Europe,0.7,2019,10976359709.695868,246.75,5065.333333333333,95.12865227691498
Europe,0.7,2020,10930986537.391853,243.33333333333334,4999.166666666667,95.13252208701451
Europe,0.7,2021,13862492117.953005,258.9166666666667,5231.0,95.05034091633212
